P,I,G,S,L,C,P_label,I_label,G_label,S_label,L_label,C_label,group_id,policy_id,group_label,policy_label,n_obs,is_observed
2,2,2,2,3,2,二胎/已有1孩,中高收入,有祖辈照护,中补贴,长假期,增强托育,2-2-2,2-3-2,二胎/已有1孩|中高收入|有祖辈照护,中补贴-长假期-增强托育,34,1
2,2,2,3,1,1,二胎/已有1孩,中高收入,有祖辈照护,高补贴,短假期,基础托育,2-2-2,3-1-1,二胎/已有1孩|中高收入|有祖辈照护,高补贴-短假期-基础托育,36,1
2,2,2,3,1,2,二胎/已有1孩,中高收入,有祖辈照护,高补贴,短假期,增强托育,2-2-2,3-1-2,二胎/已有1孩|中高收入|有祖辈照护,高补贴-短假期-增强托育,10,1
2,2,2,3,2,1,二胎/已有1孩,中高收入,有祖辈照护,高补贴,中假期,基础托育,2-2-2,3-2-1,二胎/已有1孩|中高收入|有祖辈照护,高补贴-中假期-基础托育,40,1
2,2,2,3,2,2,二胎/已有1孩,中高收入,有祖辈照护,高补贴,中假期,增强托育,2-2-2,3-2-2,二胎/已有1孩|中高收入|有祖辈照护,高补贴-中假期-增强托育,13,1
2,2,2,3,3,1,二胎/已有1孩,中高收入,有祖辈照护,高补贴,长假期,基础托育,2-2-2,3-3-1,二胎/已有1孩|中高收入|有祖辈照护,高补贴-长假期-基础托育,47,1
2,2,2,3,3,2,二胎/已有1孩,中高收入,有祖辈照护,高补贴,长假期,增强托育,2-2-2,3-3-2,二胎/已有1孩|中高收入|有祖辈照护,高补贴-长假期-增强托育,46,1
3,1,1,1,1,1,三胎/已有2孩及以上,中低收入,无祖辈照护,低补贴,短假期,基础托育,3-1-1,1-1-1,三胎/已有2孩及以上|中低收入|无祖辈照护,低补贴-短假期-基础托育,37,1
3,1,1,1,1,2,三胎/已有2孩及以上,中低收入,无祖辈照护,低补贴,短假期,增强托育,3-1-1,1-1-2,三胎/已有2孩及以上|中低收入|无祖辈照护,低补贴-短假期-增强托育,10,1
3,1,1,1,2,1,三胎/已有2孩及以上,中低收入,无祖辈照护,低补贴,中假期,基础托育,3-1-1,1-2-1,三胎/已有2孩及以上|中低收入|无祖辈照护,低补贴-中假期-基础托育,73,1
3,1,1,1,2,2,三胎/已有2孩及以上,中低收入,无祖辈照护,低补贴,中假期,增强托育,3-1-1,1-2-2,三胎/已有2孩及以上|中低收入|无祖辈照护,低补贴-中假期-增强托育,22,1
3,1,1,1,3,1,三胎/已有2孩及以上,中低收入,无祖辈照护,低补贴,长假期,基础托育,3-1-1,1-3-1,三胎/已有2孩及以上|中低收入|无祖辈照护,低补贴-长假期-基础托育,38,1
3,1,1,1,3,2,三胎/已有2孩及以上,中低收入,无祖辈照护,低补贴,长假期,增强托育,3-1-1,1-3-2,三胎/已有2孩及以上|中低收入|无祖辈照护,低补贴-长假期-增强托育,15,1
3,1,1,2,1,1,三胎/已有2孩及以上,中低收入,无祖辈照护,中补贴,短假期,基础托育,3-1-1,2-1-1,三胎/已有2孩及以上|中低收入|无祖辈照护,中补贴-短假期-基础托育,72,1
3,1,1,2,1,2,三胎/已有2孩及以上,中低收入,无祖辈照护,中补贴,短假期,增强托育,3-1-1,2-1-2,三胎/已有2孩及以上|中低收入|无祖辈照护,中补贴-短假期-增强托育,25,1
3,1,1,2,2,1,三胎/已有2孩及以上,中低收入,无祖辈照护,中补贴,中假期,基础托育,3-1-1,2-2-1,三胎/已有2孩及以上|中低收入|无祖辈照护,中补贴-中假期-基础托育,38,1
3,1,1,2,2,2,三胎/已有2孩及以上,中低收入,无祖辈照护,中补贴,中假期,增强托育,3-1-1,2-2-2,三胎/已有2孩及以上|中低收入|无祖辈照护,中补贴-中假期-增强托育,8,1
3,1,1,2,3,1,三胎/已有2孩及以上,中低收入,无祖辈照护,中补贴,长假期,基础托育,3-1-1,2-3-1,三胎/已有2孩及以上|中低收入|无祖辈照护,中补贴-长假期-基础托育,70,1
3,1,1,2,3,2,三胎/已有2孩及以上,中低收入,无祖辈照护,中补贴,长假期,增强托育,3-1-1,2-3-2,三胎/已有2孩及以上|中低收入|无祖辈照护,中补贴-长假期-增强托育,20,1
3,1,1,3,1,1,三胎/已有2孩及以上,中低收入,无祖辈照护,高补贴,短假期,基础托育,3-1-1,3-1-1,三胎/已有2孩及以上|中低收入|无祖辈照护,高补贴-短假期-基础托育,0,0
3,1,1,3,1,2,三胎/已有2孩及以上,中低收入,无祖辈照护,高补贴,短假期,增强托育,3-1-1,3-1-2,三胎/已有2孩及以上|中低收入|无祖辈照护,高补贴-短假期-增强托育,0,0
3,1,1,3,2,1,三胎/已有2孩及以上,中低收入,无祖辈照护,高补贴,中假期,基础托育,3-1-1,3-2-1,三胎/已有2孩及以上|中低收入|无祖辈照护,高补贴-中假期-基础托育,35,1
3,1,1,3,2,2,三胎/已有2孩及以上,中低收入,无祖辈照护,高补贴,中假期,增强托育,3-1-1,3-2-2,三胎/已有2孩及以上|中低收入|无祖辈照护,高补贴-中假期-增强托育,12,1
3,1,1,3,3,1,三胎/已有2孩及以上,中低收入,无祖辈照护,高补贴,长假期,基础托育,3-1-1,3-3-1,三胎/已有2孩及以上|中低收入|无祖辈照护,高补贴-长假期-基础托育,69,1
3,1,1,3,3,2,三胎/已有2孩及以上,中低收入,无祖辈照护,高补贴,长假期,增强托育,3-1-1,3-3-2,三胎/已有2孩及以上|中低收入|无祖辈照护,高补贴-长假期-增强托育,27,1
3,1,2,1,1,1,三胎/已有2孩及以上,中低收入,有祖辈照护,低补贴,短假期,基础托育,3-1-2,1-1-1,三胎/已有2孩及以上|中低收入|有祖辈照护,低补贴-短假期-基础托育,9,1
3,1,2,1,1,2,三胎/已有2孩及以上,中低收入,有祖辈照护,低补贴,短假期,增强托育,3-1-2,1-1-2,三胎/已有2孩及以上|中低收入|有祖辈照护,低补贴-短假期-增强托育,37,1
3,1,2,1,2,1,三胎/已有2孩及以上,中低收入,有祖辈照护,低补贴,中假期,基础托育,3-1-2,1-2-1,三胎/已有2孩及以上|中低收入|有祖辈照护,低补贴-中假期-基础托育,9,1
3,1,2,1,2,2,三胎/已有2孩及以上,中低收入,有祖辈照护,低补贴,中假期,增强托育,3-1-2,1-2-2,三胎/已有2孩及以上|中低收入|有祖辈照护,低补贴-中假期-增强托育,34,1
3,1,2,1,3,1,三胎/已有2孩及以上,中低收入,有祖辈照护,低补贴,长假期,基础托育,3-1-2,1-3-1,三胎/已有2孩及以上|中低收入|有祖辈照护,低补贴-长假期-基础托育,0,0
3,1,2,1,3,2,三胎/已有2孩及以上,中低收入,有祖辈照护,低补贴,长假期,增强托育,3-1-2,1-3-2,三胎/已有2孩及以上|中低收入|有祖辈照护,低补贴-长假期-增强托育,0,0
3,1,2,2,1,1,三胎/已有2孩及以上,中低收入,有祖辈照护,中补贴,短假期,基础托育,3-1-2,2-1-1,三胎/已有2孩及以上|中低收入|有祖辈照护,中补贴-短假期-基础托育,12,1
3,1,2,2,1,2,三胎/已有2孩及以上,中低收入,有祖辈照护,中补贴,短假期,增强托育,3-1-2,2-1-2,三胎/已有2孩及以上|中低收入|有祖辈照护,中补贴-短假期-增强托育,34,1
3,1,2,2,2,1,三胎/已有2孩及以上,中低收入,有祖辈照护,中补贴,中假期,基础托育,3-1-2,2-2-1,三胎/已有2孩及以上|中低收入|有祖辈照护,中补贴-中假期-基础托育,0,0
3,1,2,2,2,2,三胎/已有2孩及以上,中低收入,有祖辈照护,中补贴,中假期,增强托育,3-1-2,2-2-2,三胎/已有2孩及以上|中低收入|有祖辈照护,中补贴-中假期-增强托育,0,0
3,1,2,2,3,1,三胎/已有2孩及以上,中低收入,有祖辈照护,中补贴,长假期,基础托育,3-1-2,2-3-1,三胎/已有2孩及以上|中低收入|有祖辈照护,中补贴-长假期-基础托育,0,0
3,1,2,2,3,2,三胎/已有2孩及以上,中低收入,有祖辈照护,中补贴,长假期,增强托育,3-1-2,2-3-2,三胎/已有2孩及以上|中低收入|有祖辈照护,中补贴-长假期-增强托育,0,0
3,1,2,3,1,1,三胎/已有2孩及以上,中低收入,有祖辈照护,高补贴,短假期,基础托育,3-1-2,3-1-1,三胎/已有2孩及以上|中低收入|有祖辈照护,高补贴-短假期-基础托育,12,1
3,1,2,3,1,2,三胎/已有2孩及以上,中低收入,有祖辈照护,高补贴,短假期,增强托育,3-1-2,3-1-2,三胎/已有2孩及以上|中低收入|有祖辈照护,高补贴-短假期-增强托育,35,1
3,1,2,3,2,1,三胎/已有2孩及以上,中低收入,有祖辈照护,高补贴,中假期,基础托育,3-1-2,3-2-1,三胎/已有2孩及以上|中低收入|有祖辈照护,高补贴-中假期-基础托育,10,1
3,1,2,3,2,2,三胎/已有2孩及以上,中低收入,有祖辈照护,高补贴,中假期,增强托育,3-1-2,3-2-2,三胎/已有2孩及以上|中低收入|有祖辈照护,高补贴-中假期-增强托育,31,1
3,1,2,3,3,1,三胎/已有2孩及以上,中低收入,有祖辈照护,高补贴,长假期,基础托育,3-1-2,3-3-1,三胎/已有2孩及以上|中低收入|有祖辈照护,高补贴-长假期-基础托育,10,1
3,1,2,3,3,2,三胎/已有2孩及以上,中低收入,有祖辈照护,高补贴,长假期,增强托育,3-1-2,3-3-2,三胎/已有2孩及以上|中低收入|有祖辈照护,高补贴-长假期-增强托育,33,1
3,2,1,1,1,1,三胎/已有2孩及以上,中高收入,无祖辈照护,低补贴,短假期,基础托育,3-2-1,1-1-1,三胎/已有2孩及以上|中高收入|无祖辈照护,低补贴-短假期-基础托育,0,0
3,2,1,1,1,2,三胎/已有2孩及以上,中高收入,无祖辈照护,低补贴,短假期,增强托育,3-2-1,1-1-2,三胎/已有2孩及以上|中高收入|无祖辈照护,低补贴-短假期-增强托育,0,0
3,2,1,1,2,1,三胎/已有2孩及以上,中高收入,无祖辈照护,低补贴,中假期,基础托育,3-2-1,1-2-1,三胎/已有2孩及以上|中高收入|无祖辈照护,低补贴-中假期-基础托育,35,1
3,2,1,1,2,2,三胎/已有2孩及以上,中高收入,无祖辈照护,低补贴,中假期,增强托育,3-2-1,1-2-2,三胎/已有2孩及以上|中高收入|无祖辈照护,低补贴-中假期-增强托育,11,1
3,2,1,1,3,1,三胎/已有2孩及以上,中高收入,无祖辈照护,低补贴,长假期,基础托育,3-2-1,1-3-1,三胎/已有2孩及以上|中高收入|无祖辈照护,低补贴-长假期-基础托育,36,1
3,2,1,1,3,2,三胎/已有2孩及以上,中高收入,无祖辈照护,低补贴,长假期,增强托育,3-2-1,1-3-2,三胎/已有2孩及以上|中高收入|无祖辈照护,低补贴-长假期-增强托育,9,1
3,2,1,2,1,1,三胎/已有2孩及以上,中高收入,无祖辈照护,中补贴,短假期,基础托育,3-2-1,2-1-1,三胎/已有2孩及以上|中高收入|无祖辈照护,中补贴-短假期-基础托育,0,0
3,2,1,2,1,2,三胎/已有2孩及以上,中高收入,无祖辈照护,中补贴,短假期,增强托育,3-2-1,2-1-2,三胎/已有2孩及以上|中高收入|无祖辈照护,中补贴-短假期-增强托育,0,0
3,2,1,2,2,1,三胎/已有2孩及以上,中高收入,无祖辈照护,中补贴,中假期,基础托育,3-2-1,2-2-1,三胎/已有2孩及以上|中高收入|无祖辈照护,中补贴-中假期-基础托育,36,1
3,2,1,2,2,2,三胎/已有2孩及以上,中高收入,无祖辈照护,中补贴,中假期,增强托育,3-2-1,2-2-2,三胎/已有2孩及以上|中高收入|无祖辈照护,中补贴-中假期-增强托育,9,1
3,2,1,2,3,1,三胎/已有2孩及以上,中高收入,无祖辈照护,中补贴,长假期,基础托育,3-2-1,2-3-1,三胎/已有2孩及以上|中高收入|无祖辈照护,中补贴-长假期-基础托育,0,0
3,2,1,2,3,2,三胎/已有2孩及以上,中高收入,无祖辈照护,中补贴,长假期,增强托育,3-2-1,2-3-2,三胎/已有2孩及以上|中高收入|无祖辈照护,中补贴-长假期-增强托育,0,0
3,2,1,3,1,1,三胎/已有2孩及以上,中高收入,无祖辈照护,高补贴,短假期,基础托育,3-2-1,3-1-1,三胎/已有2孩及以上|中高收入|无祖辈照护,高补贴-短假期-基础托育,34,1
3,2,1,3,1,2,三胎/已有2孩及以上,中高收入,无祖辈照护,高补贴,短假期,增强托育,3-2-1,3-1-2,三胎/已有2孩及以上|中高收入|无祖辈照护,高补贴-短假期-增强托育,12,1
3,2,1,3,2,1,三胎/已有2孩及以上,中高收入,无祖辈照护,高补贴,中假期,基础托育,3-2-1,3-2-1,三胎/已有2孩及以上|中高收入|无祖辈照护,高补贴-中假期-基础托育,32,1
3,2,1,3,2,2,三胎/已有2孩及以上,中高收入,无祖辈照护,高补贴,中假期,增强托育,3-2-1,3-2-2,三胎/已有2孩及以上|中高收入|无祖辈照护,高补贴-中假期-增强托育,7,1
3,2,1,3,3,1,三胎/已有2孩及以上,中高收入,无祖辈照护,高补贴,长假期,基础托育,3-2-1,3-3-1,三胎/已有2孩及以上|中高收入|无祖辈照护,高补贴-长假期-基础托育,36,1
3,2,1,3,3,2,三胎/已有2孩及以上,中高收入,无祖辈照护,高补贴,长假期,增强托育,3-2-1,3-3-2,三胎/已有2孩及以上|中高收入|无祖辈照护,高补贴-长假期-增强托育,13,1
3,2,2,1,1,1,三胎/已有2孩及以上,中高收入,有祖辈照护,低补贴,短假期,基础托育,3-2-2,1-1-1,三胎/已有2孩及以上|中高收入|有祖辈照护,低补贴-短假期-基础托育,10,1
3,2,2,1,1,2,三胎/已有2孩及以上,中高收入,有祖辈照护,低补贴,短假期,增强托育,3-2-2,1-1-2,三胎/已有2孩及以上|中高收入|有祖辈照护,低补贴-短假期-增强托育,36,1
3,2,2,1,2,1,三胎/已有2孩及以上,中高收入,有祖辈照护,低补贴,中假期,基础托育,3-2-2,1-2-1,三胎/已有2孩及以上|中高收入|有祖辈照护,低补贴-中假期-基础托育,13,1
3,2,2,1,2,2,三胎/已有2孩及以上,中高收入,有祖辈照护,低补贴,中假期,增强托育,3-2-2,1-2-2,三胎/已有2孩及以上|中高收入|有祖辈照护,低补贴-中假期-增强托育,36,1
3,2,2,1,3,1,三胎/已有2孩及以上,中高收入,有祖辈照护,低补贴,长假期,基础托育,3-2-2,1-3-1,三胎/已有2孩及以上|中高收入|有祖辈照护,低补贴-长假期-基础托育,22,1
3,2,2,1,3,2,三胎/已有2孩及以上,中高收入,有祖辈照护,低补贴,长假期,增强托育,3-2-2,1-3-2,三胎/已有2孩及以上|中高收入|有祖辈照护,低补贴-长假期-增强托育,72,1
3,2,2,2,1,1,三胎/已有2孩及以上,中高收入,有祖辈照护,中补贴,短假期,基础托育,3-2-2,2-1-1,三胎/已有2孩及以上|中高收入|有祖辈照护,中补贴-短假期-基础托育,20,1
3,2,2,2,1,2,三胎/已有2孩及以上,中高收入,有祖辈照护,中补贴,短假期,增强托育,3-2-2,2-1-2,三胎/已有2孩及以上|中高收入|有祖辈照护,中补贴-短假期-增强托育,72,1
3,2,2,2,2,1,三胎/已有2孩及以上,中高收入,有祖辈照护,中补贴,中假期,基础托育,3-2-2,2-2-1,三胎/已有2孩及以上|中高收入|有祖辈照护,中补贴-中假期-基础托育,19,1
3,2,2,2,2,2,三胎/已有2孩及以上,中高收入,有祖辈照护,中补贴,中假期,增强托育,3-2-2,2-2-2,三胎/已有2孩及以上|中高收入|有祖辈照护,中补贴-中假期-增强托育,73,1
3,2,2,2,3,1,三胎/已有2孩及以上,中高收入,有祖辈照护,中补贴,长假期,基础托育,3-2-2,2-3-1,三胎/已有2孩及以上|中高收入|有祖辈照护,中补贴-长假期-基础托育,16,1
3,2,2,2,3,2,三胎/已有2孩及以上,中高收入,有祖辈照护,中补贴,长假期,增强托育,3-2-2,2-3-2,三胎/已有2孩及以上|中高收入|有祖辈照护,中补贴-长假期-增强托育,38,1
3,2,2,3,1,1,三胎/已有2孩及以上,中高收入,有祖辈照护,高补贴,短假期,基础托育,3-2-2,3-1-1,三胎/已有2孩及以上|中高收入|有祖辈照护,高补贴-短假期-基础托育,18,1
3,2,2,3,1,2,三胎/已有2孩及以上,中高收入,有祖辈照护,高补贴,短假期,增强托育,3-2-2,3-1-2,三胎/已有2孩及以上|中高收入|有祖辈照护,高补贴-短假期-增强托育,69,1
3,2,2,3,2,1,三胎/已有2孩及以上,中高收入,有祖辈照护,高补贴,中假期,基础托育,3-2-2,3-2-1,三胎/已有2孩及以上|中高收入|有祖辈照护,高补贴-中假期-基础托育,0,0
3,2,2,3,2,2,三胎/已有2孩及以上,中高收入,有祖辈照护,高补贴,中假期,增强托育,3-2-2,3-2-2,三胎/已有2孩及以上|中高收入|有祖辈照护,高补贴-中假期-增强托育,0,0
3,2,2,3,3,1,三胎/已有2孩及以上,中高收入,有祖辈照护,高补贴,长假期,基础托育,3-2-2,3-3-1,三胎/已有2孩及以上|中高收入|有祖辈照护,高补贴-长假期-基础托育,8,1
3,2,2,3,3,2,三胎/已有2孩及以上,中高收入,有祖辈照护,高补贴,长假期,增强托育,3-2-2,3-3-2,三胎/已有2孩及以上|中高收入|有祖辈照护,高补贴-长假期-增强托育,36,1
